DeviceType	ActiveHours	PowerUsage	Temperature	SignalStrength	FirmwareAge	Cluster
Plug	4.15	38.13	43.32	-67.94	7	0
Light	11.18	21.63	41.94	-66.47	45	4
Plug	11.65	5.0	28.48	-49.74	47	0
Light	16.35	48.92	27.91	-51.33	48	4
Plug	15.39	46.1	26.83	-58.38	21	0
Plug	12.34	63.31	32.12	-67.56	22	0
Sensor	9.09	32.86	29.62	-52.83	54	1
Sensor	11.77	55.17	44.78	-58.25	29	1
Light	22.54	17.48	48.18	-82.59	9	4
Light	15.66	81.39	41.5	-83.07	53	4
Light	14.78	54.825	47.39	-38.14	59	4
Camera	15.5	57.29	30.87	-56.89	43	2
Plug	10.17	75.87	55.98	-65.01	32	0
Camera	14.13	60.03	33.84	-58.15	44	2
Camera	20.8	79.3	34.91	-61.98	8	2
Light	14.72	52.37	26.42	-67.93	40	4
Light	7.83	78.4	34.65	-68.74	27	4
Plug	13.63	55.57	21.96	-70.17	4	0
Light	14.5	57.78	42.4	-45.15	43	4
Sensor	15.4	29.75	29.06	-64.99	1	1
Plug	13.59	36.12	31.45	-49.89	20	0
Speaker	15.24	11.23	29.93	-69.13	13	3
Light	18.36	48.19	28.24	-54.38	32	4
Plug	18.37	26.6	36.03	-65.89	30	0
Light	12.17	15.02	37.76	-61.57	27	4
Sensor	15.0	39.74	32.91	-48.82	17	1
Camera	5.51	67.32	25.07	-39.25	48	2
Light	9.11	68.94	39.24	-71.39	51	4
Light	9.58	44.42	41.23	-48.53	1	4
Sensor	11.62	24.49	32.03	-59.94	30	1
Plug	6.72	78.73	30.36	-64.1	17	0
Plug	12.37	87.74	36.75	-52.42	51	0
Camera	8.47	56.91	41.22	-58.54	9	2
Light	6.69	31.47	32.88	-43.96	16	4
Light	3.82	51.26	32.27	-57.26	15	4
Camera	9.64	65.1	55.23	-61.62	14	2
Speaker	13.17	14.91	51.65	-57.14	26	3
Light	13.75	30.97	43.39	-70.42	51	4
Speaker	14.24	112.2	44.91	-47.53	18	3
Light	11.45	87.13	27.51	-54.57	41	4
Light	13.18	71.7	28.07	-52.68	50	4
Plug	11.13	48.37	46.39	-50.88	13	0
Sensor	9.88	59.89	40.62	-72.37	31	1
Sensor	6.86	56.04	50.3	-38.09	23	1
Speaker	8.96	54.825	42.97	-46.79	26	3
Plug	8.31	60.59	44.24	-57.27	12	0
Light	15.2	61.73	37.6	-62.68	9	4
Plug	8.97	39.1	23.61	-48.24	53	0
Light	14.61	70.38	32.83	-64.79	4	4
Camera	10.67	58.56	44.29	-58.33	20	2
Sensor	17.37	12.64	22.07	-60.78	49	1
Camera	7.57	41.09	35.13	-53.13	39	2
Light	6.51	20.33	39.66	-50.33	19	4
Light	15.0	28.95	40.7	-64.11	30	4
Light	14.06	19.58	38.74	-41.13	28	4
Speaker	11.66	76.77	34.36	-51.7	54	3
Speaker	13.63	28.1	23.48	-76.81	35	3
Camera	10.43	24.56	40.04	-62.37	30	2
Plug	11.69	49.95	37.55	-64.93	14	0
Plug	3.98	70.45	42.3	-69.22	29	0
Speaker	12.79	22.51	40.63	-55.46	4	3
Plug	7.93	90.82	31.75	-51.53	50	0
Plug	20.57	52.42	38.05	-76.89	52	0
Speaker	18.58	52.61	35.01	-39.13	25	3
Plug	3.99	62.67	46.45	-64.33	45	0
Light	8.91	48.43	42.58	-47.02	42	4
Speaker	9.92	97.36	41.02	-50.35	19	3
Speaker	7.84	51.54	26.36	-51.09	17	3
Camera	12.36	62.27	35.75	-55.42	26	2
Light	11.46	27.83	37.82	-59.58	52	4
Plug	16.11	80.15	12.7	-60.42	16	0
Camera	19.96	28.6	29.62	-65.05	22	2
Sensor	6.16	54.825	38.59	-47.96	45	1
Light	16.94	54.52	45.55	-37.73	19	4
Sensor	10.24	60.27	38.49	-57.27	39	1
Speaker	11.96	49.12	22.7	-48.93	36	3
Plug	18.06	49.25	29.66	-57.12	29	0
Light	14.13	58.45	39.62	-67.32	38	4
Camera	13.52	91.52	33.72	-80.62	30	2
Light	11.3	38.87	36.4	-77.49	6	4
Camera	16.39	44.19	26.1	-54.98	2	2
Light	10.33	36.41	42.98	-50.1	18	4
Light	14.89	21.61	27.14	-39.53	51	4
Light	15.26	53.86	35.54	-44.93	35	4
Light	10.01	25.09	45.86	-62.98	31	4
Light	18.13	83.88	37.02	-51.41	1	4
Camera	14.36	87.38	35.76	-67.31	39	2
Plug	12.55	55.6	28.2	-32.29	43	0
Speaker	11.72	49.86	44.54	-48.62	32	3
Speaker	13.27	39.58	38.88	-51.98	50	3
Plug	10.51	50.64	25.84	-78.91	10	0
Speaker	7.04	56.62	39.55	-90.0	45	3
Speaker	10.26	54.63	39.95	-66.04	14	3
Plug	23.65	88.07	28.86	-48.37	47	0
Light	13.04	40.29	42.86	-64.44	21	4
Speaker	7.72	44.66	21.44	-51.4	51	3
Sensor	10.66	64.11	27.89	-57.01	1	1
Plug	11.85	58.58	37.94	-48.53	19	0
Speaker	15.84	55.3	26.38	-59.85	31	3
Plug	11.44	5.0	24.59	-78.16	48	0
Sensor	10.01	81.76	16.29	-33.31	18	1
Light	7.47	72.82	41.76	-63.24	24	4
Camera	13.03	70.07	43.66	-71.67	34	2
Light	9.25	25.4	46.39	-59.54	26	4
Camera	6.98	21.34	43.12	-72.15	54	2
Plug	13.56	54.825	46.53	-41.71	28	0
Plug	10.73	20.64	42.68	-65.93	25	0
Light	14.34	74.92	37.42	-46.93	35	4
Plug	13.65	81.51	33.03	-69.21	60	0
Sensor	10.69	31.93	33.16	-54.59	42	1
Speaker	13.45	89.23	28.91	-57.15	13	3
Light	19.14	36.06	20.84	-66.11	19	4
Camera	7.7	55.63	38.8	-54.8	29	2
Speaker	9.04	53.75	35.9	-43.4	1	3
Camera	12.52	56.44	42.78	-62.28	26	2
Light	13.4	90.54	42.41	-61.47	21	4
Speaker	14.62	55.5	34.75	-48.3	57	3
Speaker	8.6	52.74	18.37	-63.19	57	3
Camera	15.86	67.05	59.02	-73.05	37	2
Camera	13.1	64.2	41.48	-51.5	18	2
Speaker	11.69	99.84	53.76	-47.42	9	3
Plug	5.86	5.0	35.55	-64.74	4	0
Light	16.12	36.34	48.96	-66.81	10	4
Sensor	8.66	75.36	31.43	-56.3	56	1
Sensor	8.33	32.62	46.87	-31.92	47	1
Plug	14.31	54.825	46.22	-59.18	36	0
Light	12.98	90.62	35.22	-64.07	2	4
Camera	13.12	53.56	26.56	-59.23	34	2
Sensor	21.43	59.04	37.61	-72.57	42	1
Light	9.01	89.66	40.97	-70.97	30	4
Sensor	16.83	86.18	29.0	-61.85	59	1
Light	13.45	26.71	37.12	-70.52	43	4
Plug	21.89	86.49	35.62	-51.12	15	0
Speaker	13.8	41.49	41.46	-67.36	7	3
Camera	11.7	54.825	44.38	-64.12	27	2
Camera	11.45	64.44	36.57	-82.28	7	2
Sensor	11.02	81.94	54.78	-64.25	31	1
Light	8.5	81.86	38.62	-85.12	9	4
Camera	17.78	88.82	45.01	-54.5	36	2
Plug	10.1	94.11	23.61	-67.46	56	0
Camera	11.45	54.27	20.91	-79.85	44	2
Camera	12.52	35.43	36.09	-65.08	12	2
Light	13.85	24.92	49.87	-69.74	31	4
Camera	14.91	41.91	41.64	-77.08	15	2
Plug	18.36	58.98	41.75	-61.79	57	0
Speaker	10.5	66.32	25.14	-64.81	8	3
Light	13.58	61.4	40.64	-60.27	54	4
Light	5.76	67.72	23.9	-49.81	35	4
Camera	9.43	59.55	61.62	-70.11	55	2
Camera	12.13	87.37	32.15	-65.08	43	2
Camera	11.12	67.74	47.82	-52.07	48	2
Plug	16.62	47.85	27.08	-54.6	27	0
Sensor	14.31	36.18	39.5	-45.71	36	1
Light	13.37	77.47	42.17	-41.28	50	4
Plug	10.18	81.15	32.1	-73.72	35	0
Camera	11.69	32.02	40.82	-64.71	26	2
Sensor	13.7	37.05	43.83	-50.2	25	1
Light	20.6	45.39	56.51	-74.06	2	4
Light	13.71	16.13	27.93	-64.29	26	4
Plug	10.12	48.43	39.55	-72.45	41	0
Light	16.06	99.38	8.0	-53.56	34	4
Plug	12.8	88.07	43.83	-56.34	59	0
Sensor	3.97	79.19	26.91	-49.64	10	1
Plug	9.14	96.35	44.28	-69.77	21	0
Light	12.2	40.2	50.79	-51.57	48	4
Speaker	10.6	61.88	35.92	-35.62	16	3
Sensor	13.11	28.83	34.16	-71.61	18	1
Plug	13.76	75.5	44.85	-37.11	49	0
Plug	9.93	32.63	48.47	-55.39	47	0
Speaker	15.42	62.61	22.73	-78.84	55	3
Camera	19.16	34.2	28.62	-45.61	57	2
Plug	17.57	43.57	40.7	-46.21	36	0
Plug	13.94	86.35	34.1	-52.45	50	0
Sensor	15.64	45.09	31.5	-61.73	57	1
Light	14.96	70.02	44.99	-46.57	48	4
Sensor	8.3	37.06	36.89	-62.26	10	1
Light	11.01	76.36	32.74	-49.72	30	4
Light	9.7	72.47	34.58	-61.62	24	4
Plug	12.64	51.83	35.18	-64.88	55	0
Plug	16.87	35.45	49.99	-55.27	22	0
Plug	10.02	13.21	24.08	-75.25	24	0
Light	6.7	66.27	37.38	-60.79	35	4
Speaker	11.63	68.66	39.14	-49.58	8	3
Light	17.92	104.42	46.65	-55.09	20	4
Camera	8.38	65.75	26.08	-72.34	49	2
Light	12.66	50.93	28.89	-64.79	7	4
Sensor	6.39	48.58	33.36	-47.76	43	1
Camera	9.41	45.76	41.31	-83.1	50	2
Sensor	9.87	35.74	49.62	-50.65	2	1
Light	17.05	44.14	41.15	-66.12	2	4
Camera	9.02	33.7	25.21	-57.89	26	2
Speaker	17.79	38.37	49.56	-46.32	3	3
Light	17.19	60.32	41.91	-63.5	21	4
Light	8.83	5.0	33.62	-62.62	37	4
Speaker	14.5	103.24	33.73	-65.47	41	3
Speaker	7.66	79.57	36.11	-74.51	5	3
Camera	14.64	71.66	28.04	-55.17	31	2
Light	17.39	67.6	39.0	-66.24	2	4
Light	10.73	58.11	40.53	-63.2	48	4
Speaker	12.45	56.05	35.95	-56.49	47	3
Plug	3.51	69.14	35.02	-69.59	35	0
Light	17.49	64.13	43.1	-62.26	33	4
Plug	7.4	68.83	39.76	-50.71	3	0
Light	11.94	52.17	27.48	-62.41	44	4
Camera	13.31	38.43	42.04	-71.91	28	2
Sensor	16.15	78.87	38.66	-54.4	19	1
Camera	11.02	56.89	51.83	-64.96	3	2
Plug	15.07	51.0	8.0	-73.2	24	0
Sensor	10.54	69.31	37.14	-49.56	60	1
Plug	6.33	29.08	24.23	-39.85	38	0
Speaker	17.02	54.825	40.06	-70.33	10	3
Light	10.61	34.8	41.84	-44.93	16	4
Camera	9.48	46.51	24.8	-58.18	17	2
Camera	9.85	36.16	31.48	-57.53	35	2
Light	5.22	79.67	36.21	-58.9	7	4
Camera	13.09	56.89	32.29	-52.29	34	2
Camera	7.52	46.89	35.33	-60.19	40	2
Light	17.59	35.98	58.24	-48.22	57	4
Plug	11.47	52.81	31.45	-33.41	49	0
Sensor	16.44	55.86	23.22	-43.45	12	1
Plug	7.59	73.28	29.38	-64.3	11	0
Light	10.2	53.47	36.38	-60.73	59	4
Light	15.76	81.77	39.71	-67.43	55	4
Speaker	16.78	33.62	39.16	-35.91	27	3
Light	16.7	39.38	30.67	-56.08	3	4
Camera	13.86	49.63	44.63	-36.11	40	2
Light	7.35	75.77	21.57	-48.16	18	4
Plug	15.72	32.4	52.28	-57.52	21	0
Camera	7.62	54.825	27.45	-49.35	16	2
Camera	9.48	37.91	46.51	-46.31	48	2
Light	14.67	58.21	45.13	-52.57	36	4
Camera	9.49	32.37	32.84	-58.03	30	2
Camera	10.21	55.1	37.47	-46.26	11	2
Light	10.93	74.08	22.76	-60.95	25	4
Camera	15.74	76.85	24.88	-56.55	18	2
Speaker	15.39	74.54	48.48	-46.27	10	3
Speaker	20.97	117.23	26.33	-73.6	53	3
Plug	14.27	46.84	42.12	-64.7	46	0
Light	16.16	37.43	50.31	-45.52	50	4
Light	8.73	59.04	53.74	-79.49	41	4
Camera	15.74	61.45	27.97	-70.68	49	2
Sensor	16.93	53.17	37.05	-50.25	9	1
Plug	14.91	62.93	39.5	-59.68	58	0
Speaker	4.92	40.79	49.1	-44.61	22	3
Camera	5.72	43.17	54.74	-64.47	14	2
Sensor	9.78	72.39	48.68	-83.54	34	1
Plug	12.84	45.37	38.25	-70.48	40	0
Sensor	8.21	16.41	32.22	-63.72	37	1
Light	13.84	61.52	53.5	-43.91	27	4
Speaker	11.21	39.81	33.95	-79.21	36	3
Plug	11.96	61.41	30.55	-73.41	36	0
Camera	13.31	62.76	38.76	-54.32	41	2
Speaker	8.76	23.35	28.6	-62.96	38	3
Light	14.0	25.74	42.56	-48.06	58	4
Plug	11.96	65.79	34.85	-59.56	14	0
Plug	9.79	49.77	40.9	-68.87	35	0
Speaker	11.51	71.45	32.45	-72.97	47	3
Speaker	9.72	57.26	31.63	-61.74	19	3
Speaker	10.02	46.92	33.92	-69.28	1	3
Plug	10.61	67.85	21.66	-61.68	22	0
Speaker	15.05	52.36	25.03	-69.8	3	3
Speaker	4.99	13.61	38.96	-51.31	55	3
Light	15.79	69.7	44.71	-75.58	7	4
Speaker	16.55	80.45	33.9	-52.35	59	3
Speaker	13.4	58.29	33.71	-72.85	26	3
Light	15.18	63.55	35.34	-40.07	34	4
Camera	16.86	31.86	35.58	-53.87	8	2
Plug	6.46	29.9	40.35	-61.15	12	0
Sensor	7.84	89.04	51.41	-67.09	5	1
Sensor	16.69	34.39	22.84	-82.57	15	1
Plug	15.49	38.06	39.39	-82.43	48	0
Speaker	16.04	44.01	55.79	-51.07	54	3
Plug	5.94	81.93	35.79	-63.15	1	0
Light	16.78	27.99	33.33	-60.2	22	4
Sensor	2.71	61.12	34.23	-42.03	51	1
Camera	17.29	50.19	33.42	-71.66	29	2
Light	15.8	52.79	37.18	-62.49	29	4
Speaker	12.24	29.36	28.4	-70.75	34	3
Light	7.31	36.63	33.31	-63.35	44	4
Plug	17.33	63.99	54.03	-51.51	57	0
Camera	13.26	38.8	41.88	-77.3	2	2
Speaker	9.13	14.15	42.15	-83.86	45	3
Camera	12.74	65.22	43.5	-48.94	15	2
Plug	9.79	50.57	54.53	-61.96	56	0
Plug	9.67	42.46	39.01	-52.67	44	0
Camera	3.55	53.9	38.24	-60.5	1	2
Camera	16.2	62.53	33.03	-66.35	51	2
Speaker	4.16	81.54	44.07	-42.84	36	3
Light	15.33	41.17	37.35	-63.68	5	4
Camera	17.52	49.53	45.6	-63.32	23	2
Light	4.82	58.2	26.27	-59.64	21	4
Camera	14.8	31.71	23.66	-63.68	1	2
Speaker	11.96	13.02	30.18	-52.56	50	3
Plug	6.16	42.16	48.2	-62.1	3	0
Light	14.62	77.3	45.4	-50.97	59	4
Camera	12.06	56.09	49.38	-90.0	7	2
Plug	14.64	33.89	31.05	-68.61	56	0
Camera	12.25	63.71	28.23	-67.35	31	2
Light	14.17	60.07	48.44	-74.71	29	4
Light	17.67	65.28	39.54	-63.8	18	4
Speaker	9.62	39.28	41.23	-85.72	26	3
Light	10.79	63.82	22.74	-29.96	54	4
Plug	10.52	38.18	42.46	-65.81	45	0
Speaker	10.33	55.2	39.22	-46.67	47	3
Camera	15.04	64.99	44.13	-68.13	16	2
Plug	12.99	48.9	42.21	-55.58	11	0
Plug	10.13	89.27	39.93	-51.9	26	0
Light	7.69	72.52	31.85	-55.35	36	4
Plug	12.88	44.35	23.93	-49.14	37	0
Plug	14.64	78.57	47.57	-41.38	21	0
Light	18.44	54.825	44.93	-46.77	50	4
Light	12.56	45.48	34.96	-67.88	15	4
Speaker	10.4	66.38	23.82	-50.35	55	3
Camera	2.49	69.27	39.69	-53.88	50	2
Sensor	8.2	72.42	32.32	-56.72	24	1
Speaker	8.69	105.66	18.51	-40.19	11	3
Sensor	15.19	36.26	38.2	-64.72	53	1
Sensor	11.55	73.09	35.11	-90.0	43	1
Light	18.08	128.83	34.26	-77.35	22	4
Sensor	11.37	25.58	19.61	-63.84	1	1
Plug	11.97	76.12	43.24	-69.14	4	0
Light	6.81	91.45	44.11	-66.08	19	4
Camera	7.9	65.18	42.59	-42.56	9	2
Speaker	10.72	75.4	37.3	-50.83	24	3
Plug	12.54	34.24	35.8	-64.17	17	0
Plug	11.92	23.14	22.75	-71.5	41	0
Speaker	11.71	36.25	38.85	-61.63	55	3
Sensor	14.29	75.83	39.83	-60.02	31	1
Plug	10.1	39.11	50.59	-60.22	15	0
Sensor	4.59	19.67	38.69	-70.67	23	1
Camera	9.37	64.38	52.77	-57.13	41	2
Camera	7.27	46.83	40.44	-50.36	11	2
Camera	7.56	75.57	32.5	-66.29	30	2
Plug	14.55	67.45	34.31	-86.17	34	0
Speaker	11.78	69.66	43.02	-69.89	48	3
Plug	14.45	60.85	52.15	-56.71	60	0
Light	16.17	54.825	48.65	-50.84	23	4
Sensor	9.53	62.72	22.8	-51.37	14	1
Sensor	10.26	65.19	26.41	-44.17	44	1
Camera	10.16	55.26	41.95	-64.2	19	2
Plug	8.74	46.61	33.82	-81.87	33	0
Plug	10.68	73.86	37.39	-50.53	47	0
Plug	13.25	96.45	32.43	-62.02	46	0
Plug	20.02	46.56	48.6	-50.96	30	0
Sensor	13.11	60.52	41.87	-56.31	56	1
Plug	13.47	46.21	34.81	-41.14	53	0
Light	12.57	65.93	39.13	-44.79	3	4
Plug	16.75	14.97	37.13	-49.13	54	0
Sensor	14.88	96.03	29.8	-66.82	46	1
Light	12.12	84.9	36.56	-58.98	1	4
Speaker	13.51	31.67	48.03	-74.36	32	3
Plug	7.84	79.59	29.28	-57.19	53	0
Speaker	7.81	46.84	37.85	-73.77	2	3
Plug	14.78	31.98	34.87	-52.93	26	0
Plug	4.06	42.01	35.83	-61.39	56	0
Sensor	17.41	42.42	45.61	-38.13	20	1
Light	5.1	66.75	26.85	-51.7	4	4
Light	12.23	63.2	52.44	-42.98	39	4
Sensor	9.14	88.0	31.93	-59.38	11	1
Camera	3.83	68.0	35.42	-82.4	47	2
Speaker	6.6	41.46	49.67	-57.78	39	3
Camera	9.05	56.39	55.46	-56.16	9	2
Plug	16.23	58.32	18.08	-47.91	18	0
Plug	10.22	57.18	41.55	-55.81	20	0
Light	17.82	23.39	39.82	-33.14	43	4
Light	12.35	76.06	43.69	-33.77	43	4
Plug	7.97	101.71	34.54	-44.58	30	0
Speaker	11.96	27.86	39.29	-60.9	51	3
Camera	18.77	41.36	43.74	-59.66	60	2
Speaker	13.76	37.8	34.42	-69.98	43	3
Camera	7.08	74.67	41.4	-55.9	16	2
Sensor	6.33	49.79	34.65	-44.84	31	1
Light	1.0	56.12	42.53	-75.49	30	4
Camera	18.54	60.17	38.6	-78.4	25	2
Speaker	10.76	32.62	44.02	-52.72	51	3
Speaker	11.68	51.11	50.88	-43.66	50	3
Plug	11.4	60.02	31.75	-60.16	2	0
Plug	13.25	71.37	16.83	-52.68	12	0
Plug	12.03	81.38	31.12	-40.33	13	0
Sensor	12.23	54.32	36.92	-42.0	36	1
Sensor	8.43	60.3	27.88	-62.07	16	1
Camera	9.01	82.76	27.44	-53.1	24	2
Speaker	14.72	60.96	32.83	-59.65	45	3
Speaker	9.1	56.75	21.56	-49.36	19	3
Plug	16.02	19.23	41.25	-82.75	44	0
Plug	15.34	61.35	33.6	-40.33	20	0
Speaker	7.76	51.26	26.77	-51.4	58	3
Plug	9.05	91.65	40.36	-37.5	38	0
Speaker	16.28	38.73	43.05	-68.53	46	3
Light	10.26	50.34	44.97	-60.18	45	4
Light	13.91	52.69	20.61	-71.5	17	4
Sensor	10.13	67.42	50.9	-55.73	12	1
Light	14.04	58.49	31.32	-63.78	5	4
Sensor	8.01	20.73	57.57	-53.2	5	1
Camera	5.82	59.79	43.22	-39.39	17	2
Light	8.47	54.26	28.76	-61.53	43	4
Plug	12.41	90.03	29.89	-77.93	12	0
Speaker	11.4	61.33	30.4	-72.81	50	3
Light	10.74	39.74	46.77	-61.01	18	4
Speaker	6.14	115.51	37.63	-58.64	25	3
Plug	11.29	86.07	21.43	-65.93	40	0
Sensor	10.35	83.47	40.12	-54.73	1	1
Plug	9.4	18.87	42.55	-62.62	40	0
Sensor	13.79	79.11	38.12	-34.58	36	1
Sensor	13.64	53.21	40.63	-46.89	7	1
Camera	10.61	59.58	35.85	-57.68	58	2
Plug	7.85	52.62	32.16	-44.57	52	0
Camera	8.09	72.35	32.33	-75.44	43	2
Camera	13.34	39.74	54.02	-58.21	16	2
Speaker	10.76	45.46	27.13	-43.67	14	3
Light	12.83	59.77	45.07	-60.8	27	4
Camera	11.42	79.72	38.23	-42.2	46	2
Sensor	15.84	67.39	39.3	-36.11	32	1
Camera	8.64	62.9	42.22	-54.21	8	2
Light	12.57	61.89	51.2	-68.9	37	4
Speaker	14.5	25.72	60.8	-65.24	40	3
Plug	12.02	50.29	43.14	-72.91	22	0
Camera	6.65	57.19	45.55	-44.4	21	2
Speaker	11.69	24.34	45.71	-56.74	20	3
Plug	12.07	60.13	43.56	-60.98	44	0
Camera	12.01	27.01	33.52	-66.55	11	2
Speaker	13.14	50.61	39.63	-47.31	26	3
Speaker	12.79	67.95	51.67	-58.98	23	3
Light	12.57	26.18	48.6	-47.44	58	4
Plug	16.74	57.61	43.06	-52.93	27	0
Light	12.06	55.63	24.92	-65.55	56	4
Speaker	15.22	51.0	40.72	-43.23	45	3
Plug	10.62	27.21	36.92	-61.19	8	0
Light	16.43	38.33	30.57	-49.99	1	4
Plug	14.46	40.2	28.19	-58.14	41	0
Speaker	13.02	11.95	58.23	-43.7	35	3
Speaker	12.58	51.92	35.65	-72.39	25	3
Camera	10.01	53.08	35.67	-66.77	7	2
Plug	9.99	60.27	43.96	-59.14	57	0
Sensor	18.05	75.59	35.88	-45.72	35	1
Camera	9.53	78.63	49.52	-50.55	20	2
Camera	5.59	54.9	34.22	-58.11	29	2
Speaker	7.01	76.65	48.84	-77.01	6	3
Plug	9.99	40.09	42.41	-65.31	49	0
Plug	16.05	48.52	35.79	-25.0	50	0
Plug	6.29	81.22	19.72	-53.87	28	0
Speaker	17.77	60.93	53.51	-59.82	40	3
Light	12.34	27.03	24.34	-41.17	54	4
Plug	9.15	82.87	32.21	-70.56	19	0
Plug	3.16	55.26	38.27	-76.22	57	0
Speaker	5.14	45.95	39.32	-81.04	14	3
Light	9.52	85.29	25.29	-68.56	48	4
Speaker	12.08	35.06	35.97	-56.46	34	3
Plug	3.49	22.4	20.57	-78.42	25	0
Camera	12.66	64.51	37.51	-44.35	2	2
Light	9.11	28.39	33.0	-38.95	59	4
Plug	12.41	72.92	31.95	-52.18	43	0
Sensor	16.93	74.08	38.54	-64.11	57	1
Speaker	18.63	61.67	41.66	-62.44	6	3
Speaker	13.0	55.18	41.12	-48.65	21	3
Speaker	6.86	36.81	46.57	-69.27	17	3
Light	4.14	47.24	34.81	-33.57	43	4
Light	11.23	67.29	20.58	-45.82	23	4
Light	14.08	39.47	38.63	-43.6	10	4
Camera	5.65	87.05	34.23	-44.95	56	2
Light	2.31	88.75	39.7	-54.2	43	4
Speaker	8.77	107.72	26.65	-59.89	21	3
Light	9.84	71.18	25.43	-72.68	44	4
Plug	13.51	61.59	50.18	-53.04	25	0
Plug	11.56	88.04	40.09	-47.78	12	0
Camera	7.87	5.0	49.5	-61.18	42	2
Plug	14.02	58.22	47.54	-60.51	49	0
Speaker	6.18	68.42	46.98	-63.15	38	3
Speaker	8.13	22.88	43.98	-57.32	56	3
Speaker	8.03	53.79	33.19	-50.18	8	3
Camera	11.25	38.46	44.14	-51.19	11	2
Plug	20.36	28.83	46.95	-84.49	49	0
Sensor	9.91	36.94	45.11	-53.99	48	1
Speaker	13.38	26.85	33.53	-44.85	17	3
Light	19.45	53.8	46.58	-46.56	44	4
Camera	20.61	5.0	50.71	-47.45	36	2
Light	5.99	101.24	36.33	-78.53	23	4
Plug	10.58	69.93	50.05	-59.07	11	0
Speaker	11.07	47.89	40.6	-43.82	59	3
Camera	7.42	54.825	33.26	-50.16	50	2
Speaker	11.84	80.16	34.69	-33.16	4	3
Light	17.12	16.58	31.01	-55.23	2	4
Speaker	10.43	46.22	43.32	-72.62	24	3
Light	17.63	85.71	38.59	-60.22	1	4
Light	12.76	56.03	14.74	-66.67	1	4
Sensor	14.9	56.01	28.94	-64.54	9	1
Light	16.1	96.99	26.88	-64.52	44	4
Plug	20.28	57.41	36.35	-64.01	55	0
Light	6.1	47.01	55.64	-63.57	32	4
Sensor	14.43	48.39	27.93	-48.99	7	1
Camera	11.02	16.33	60.31	-53.86	29	2
Plug	12.01	61.63	39.49	-48.67	8	0
Camera	11.27	31.0	42.19	-58.93	45	2
Plug	3.39	63.54	36.89	-78.33	47	0
Camera	6.65	6.0	44.14	-58.13	11	2
Plug	9.19	81.76	40.53	-63.25	11	0
Plug	14.94	75.42	51.1	-47.18	11	0
Light	11.06	61.47	54.66	-51.54	28	4
Light	13.64	36.16	33.4	-74.97	13	4
Speaker	11.92	54.32	40.3	-62.2	48	3
Speaker	11.95	54.825	33.05	-58.13	52	3
Sensor	5.87	17.42	23.97	-67.06	36	1
Camera	11.96	77.36	60.15	-74.58	22	2
Camera	12.14	63.72	39.61	-83.02	21	2
Sensor	13.75	23.78	43.67	-86.08	11	1
Plug	7.58	68.98	44.34	-54.57	53	0
Light	11.08	66.34	26.89	-51.7	39	4
Camera	10.66	19.54	45.02	-45.21	11	2
Camera	11.67	77.55	31.27	-58.74	55	2
Speaker	15.9	63.47	50.66	-59.29	26	3
Speaker	10.01	82.36	41.87	-55.34	58	3
Plug	13.84	73.86	40.03	-47.48	36	0
Plug	14.38	46.78	39.96	-46.57	42	0
Speaker	14.74	66.32	29.66	-60.89	39	3
Plug	6.5	51.02	46.83	-45.46	26	0
Camera	18.34	27.37	47.63	-73.04	42	2
Speaker	11.66	58.46	30.99	-64.07	19	3
Sensor	5.55	37.59	35.31	-48.75	5	1
Camera	6.82	26.12	37.18	-52.79	3	2
Light	6.61	36.02	30.1	-45.89	10	4
Light	8.27	42.4	41.34	-56.19	47	4
Camera	12.49	8.97	43.87	-62.25	8	2
Plug	7.86	60.38	52.08	-55.28	20	0
Camera	14.8	41.53	48.97	-26.17	27	2
Sensor	6.39	58.08	33.24	-67.35	33	1
Plug	10.6	40.87	48.31	-62.31	16	0
Speaker	16.63	67.29	34.96	-64.96	5	3
Plug	15.12	68.58	25.59	-57.12	8	0
Camera	10.82	67.14	36.64	-66.49	9	2
Speaker	11.43	74.64	34.04	-82.52	24	3
Sensor	11.0	71.18	53.1	-60.74	39	1
Plug	7.57	72.21	34.09	-60.07	49	0
Plug	17.88	65.94	38.36	-57.43	51	0
Camera	7.4	51.51	31.77	-54.86	25	2
Plug	14.32	57.56	42.24	-76.23	52	0
Speaker	2.28	51.42	34.46	-64.73	6	3
Light	17.44	47.71	41.76	-71.66	2	4
Light	7.5	30.84	35.17	-42.45	50	4
Light	4.88	66.26	22.98	-39.48	59	4
Light	8.94	53.89	30.43	-82.15	22	4
Light	10.74	83.26	41.88	-57.66	29	4
Plug	12.52	38.0	28.75	-65.57	24	0
Camera	10.91	56.0	38.09	-54.08	33	2
Light	12.38	81.33	50.03	-64.82	15	4
Light	16.56	62.59	50.68	-47.93	34	4
Camera	18.96	37.87	30.07	-52.99	6	2
Light	3.32	52.29	47.6	-72.51	51	4
Light	8.6	86.46	40.4	-55.57	9	4
Light	13.75	61.29	37.04	-48.96	45	4
Light	8.68	56.71	36.59	-41.36	14	4
Plug	19.53	74.28	41.03	-52.86	15	0
Sensor	15.34	20.86	36.98	-76.01	18	1
Camera	14.45	80.22	42.31	-69.93	25	2
Camera	11.5	43.11	41.61	-38.77	12	2
Light	15.65	66.76	20.35	-50.5	42	4
Light	15.09	27.37	25.36	-71.13	26	4
Camera	13.57	56.31	38.93	-79.64	31	2
